Daily_Calories,Protein_g,Carbs_g,Fat_g,Fiber_g,Sugar_g,Vitamin_A_mcg,Vitamin_C_mg,Vitamin_D_mcg,Calcium_mg,Iron_mg,Potassium_mg,Magnesium_mg,Zinc_mg
1902,143,214,53,32,43,900,90,15,1000,18,3500,400,11
3680,276,414,102,62,83,900,90,15,1000,18,3500,400,11
2271,170,256,63,38,51,900,90,15,1200,27,3500,400,11
2207,166,248,61,37,50,900,90,15,1200,27,3500,400,11
4442,333,500,123,75,100,900,90,15,1000,18,3500,400,11
2730,205,307,76,46,61,900,90,15,1000,18,3500,400,11
2025,152,228,56,34,46,900,90,15,1000,18,3500,400,11
2588,194,291,72,44,58,900,90,15,1200,40.5,3500,400,11
1739,130,196,48,29,39,900,90,15,1200,27,3500,400,11
2458,184,277,68,42,55,900,90,15,1200,27,3500,400,11
2128,160,239,59,36,48,900,90,15,1000,18,3500,400,11
2582,194,290,72,44,58,900,90,15,1000,18,3500,400,11
1752,131,197,49,30,39,900,90,15,1200,40.5,3500,400,11
1896,142,213,53,32,43,900,90,15,1200,27,3500,400,11
2957,222,333,82,50,67,900,90,15,1000,18,3500,400,11
2406,180,271,67,41,54,900,90,15,1000,18,3500,400,11
2021,152,227,56,34,45,900,90,15,1200,27,3500,400,11
1679,126,189,47,28,38,900,90,15,1200,27,3500,400,11
3013,226,339,84,51,68,900,90,15,1000,18,3500,400,11
1595,120,179,44,27,36,900,90,15,1000,18,3500,400,11
3923,294,441,109,66,88,900,90,15,1200,40.5,3500,400,11
2966,222,334,82,50,67,900,90,15,1200,27,3500,400,11
3551,266,399,99,60,80,900,90,15,1200,27,3500,400,11
3532,265,309,137,46,62,900,90,15,1000,18,3500,400,11
3126,234,352,87,53,70,900,90,15,1200,27,3500,400,11
2830,212,318,79,48,64,900,90,15,1200,27,3500,400,11
2389,179,269,66,40,54,900,90,15,1000,18,3500,400,11
2287,172,257,64,39,51,900,90,15,1000,18,3500,400,11
2574,193,290,71,44,58,900,90,15,1000,27,3500,400,11
3435,258,386,95,58,77,900,90,15,1200,27,3500,400,11
2324,174,261,65,39,52,900,90,15,1200,27,3500,400,11
2892,217,325,80,49,65,900,90,15,1200,40.5,3500,400,11
2345,176,264,65,40,53,900,90,15,1200,27,3500,400,11
3459,259,389,96,58,78,900,90,15,1000,18,3500,400,11
2857,214,321,79,48,64,900,90,15,1200,40.5,3500,400,11
3252,244,366,90,55,73,900,90,15,1200,27,3500,400,11
3018,226,340,84,51,68,900,90,15,1200,27,3500,400,11
2932,220,330,81,50,66,900,90,15,1200,27,3500,400,11
3126,234,352,87,53,70,900,90,15,1000,18,3500,400,11
2433,183,274,68,41,55,900,90,15,1000,18,3500,400,11
2807,211,316,78,47,63,900,90,15,1000,18,3500,400,11
2711,203,305,75,46,61,900,90,15,1200,27,3500,400,11
3456,259,389,96,58,78,900,90,15,1000,18,3500,400,11
3501,263,394,97,59,79,900,90,15,1200,27,3500,400,11
2037,153,229,57,34,46,900,90,15,1000,18,3500,400,11
3189,239,359,89,54,72,900,90,15,1000,18,3500,400,11
2555,192,287,71,43,57,900,90,15,1000,18,3500,400,11
2884,216,324,80,49,65,900,90,15,1000,27,3500,400,11
2090,157,235,58,35,47,900,90,15,1200,40.5,3500,400,11
4343,326,489,121,73,98,900,90,15,1000,18,3500,400,11
1935,145,218,54,33,44,900,90,15,1000,18,3500,400,11
3995,300,449,111,67,90,900,90,15,1000,18,3500,400,11
3324,249,374,92,56,75,900,90,15,1200,27,3500,400,11
3612,271,406,100,61,81,900,90,15,1200,27,3500,400,11
2295,172,258,64,39,52,900,90,15,1200,27,3500,400,11
3594,270,404,100,61,81,900,90,15,1000,18,3500,400,11
2005,150,226,56,34,45,900,90,15,1200,27,3500,400,11
3026,227,340,84,51,68,900,90,15,1000,18,3500,400,11
2581,194,226,100,34,45,900,90,15,1200,27,3500,400,11
2524,189,284,70,43,57,900,90,15,1200,27,3500,400,11
3403,255,383,95,57,77,900,90,15,1000,18,3500,400,11
3016,226,339,84,51,68,900,90,15,1200,27,3500,400,11
2882,216,324,80,49,65,900,90,15,1200,27,3500,400,11
3153,236,355,88,53,71,900,90,15,1000,18,3500,400,11
2270,170,255,63,38,51,900,90,15,1000,18,3500,400,11
2546,191,286,71,43,57,900,90,15,1200,27,3500,400,11
1429,107,125,56,19,25,900,90,15,1200,27,3500,400,11
3784,284,426,105,64,85,900,90,15,1000,18,3500,400,11
2462,185,277,68,42,55,900,90,15,1200,27,3500,400,11
2404,180,210,93,32,42,900,90,15,1200,27,3500,400,11
2853,214,321,79,48,64,900,90,15,1000,18,3500,400,11
3344,251,376,93,56,75,900,90,15,1000,18,3500,400,11
3389,254,381,94,57,76,900,90,15,1200,27,3500,400,11
3554,267,400,99,60,80,900,90,15,1200,27,3500,400,11
1992,149,224,55,34,45,900,90,15,1000,18,3500,400,11
2218,166,250,62,38,50,900,90,15,1200,27,3500,400,11
2878,216,324,80,49,65,900,90,15,1000,18,3500,400,11
3158,237,355,88,53,71,900,90,15,1200,27,3500,400,11
3271,245,368,91,55,74,900,90,15,1000,18,3500,400,11
2387,179,269,66,40,54,900,90,15,1200,27,3500,400,11
2230,167,251,62,38,50,900,90,15,1000,27,3500,400,11
2754,207,310,77,46,62,900,90,15,1200,27,3500,400,11
2374,178,267,66,40,53,900,90,15,1200,27,3500,400,11
2290,172,200,89,30,40,900,90,15,1000,18,3500,400,11
3184,239,358,88,54,72,900,90,15,1000,18,3500,400,11
2062,155,232,57,35,46,900,90,15,1200,27,3500,400,11
1710,128,192,47,29,38,900,90,15,1200,27,3500,400,11
1864,140,210,52,32,42,900,90,15,1200,27,3500,400,11
2715,204,305,75,46,61,900,90,15,1200,27,3500,400,11
2713,203,305,75,46,61,900,90,15,1200,27,3500,400,11
1934,145,218,54,33,44,900,90,15,1200,27,3500,400,11
2505,188,282,70,42,56,900,90,15,1000,18,3500,400,11
1818,136,205,51,31,41,900,90,15,1200,27,3500,400,11
2570,193,289,71,43,58,900,90,15,1000,18,3500,400,11
2057,154,231,57,35,46,900,90,15,1200,27,3500,400,11
1989,149,224,55,34,45,900,90,15,1200,27,3500,400,11
3668,275,413,102,62,83,900,90,15,1000,18,3500,400,11
3011,226,339,84,51,68,900,90,15,1200,27,3500,400,11
3832,287,431,106,65,86,900,90,15,1200,27,3500,400,11
2281,171,257,63,39,51,900,90,15,1200,27,3500,400,11
3080,231,346,86,52,69,900,90,15,1000,27,3500,400,11
3124,234,351,87,53,70,900,90,15,1000,18,3500,400,11
1303,98,147,36,22,29,900,90,15,1200,27,3500,400,11
2406,180,271,67,41,54,900,90,15,1200,27,3500,400,11
3349,251,377,93,57,75,900,90,15,1200,27,3500,400,11
1109,83,125,31,19,25,900,90,15,1000,18,3500,400,11
3720,279,419,103,63,84,900,90,15,1000,18,3500,400,11
2196,165,247,61,37,49,900,90,15,1200,27,3500,400,11
3679,276,414,102,62,83,900,90,15,1000,18,3500,400,11
1574,118,177,44,27,35,900,90,15,1000,27,3500,400,11
1783,134,201,50,30,40,900,90,15,1200,40.5,3500,400,11
2280,171,257,63,39,51,900,90,15,1200,27,3500,400,11
2606,195,228,101,34,46,900,90,15,1000,18,3500,400,11
2527,190,284,70,43,57,900,90,15,1000,18,3500,400,11
2765,207,311,77,47,62,900,90,15,1000,18,3500,400,11
3651,274,411,101,62,82,900,90,15,1000,18,3500,400,11
3194,240,359,89,54,72,900,90,15,1000,18,3500,400,11
2698,202,303,75,45,61,900,90,15,1200,27,3500,400,11
3190,239,359,89,54,72,900,90,15,1000,18,3500,400,11
3001,225,338,83,51,68,900,90,15,1200,27,3500,400,11
2948,221,332,82,50,66,900,90,15,1000,18,3500,400,11
2966,222,334,82,50,67,900,90,15,1000,18,3500,400,11
3012,226,339,84,51,68,900,90,15,1000,18,3500,400,11
2534,190,285,70,43,57,900,90,15,1000,18,3500,400,11
2205,165,248,61,37,50,900,90,15,1200,27,3500,400,11
3890,292,438,108,66,88,900,90,15,1000,18,3500,400,11
3162,237,356,88,53,71,900,90,15,1000,18,3500,400,11
3264,245,367,91,55,73,900,90,15,1200,27,3500,400,11
4040,303,454,112,68,91,900,90,15,1000,18,3500,400,11
2255,169,197,88,30,39,900,90,15,1000,18,3500,400,11
3347,251,377,93,57,75,900,90,15,1000,18,3500,400,11
1655,124,145,64,22,29,900,90,15,1000,18,3500,400,11
1596,120,180,44,27,36,900,90,15,1000,18,3500,400,11
3117,234,351,87,53,70,900,90,15,1000,18,3500,400,11
2109,158,237,59,36,47,900,90,15,1200,27,3500,400,11
2238,168,252,62,38,50,900,90,15,1200,27,3500,400,11
2437,183,274,68,41,55,900,90,15,1000,18,3500,400,11
4204,315,473,117,71,95,900,90,15,1000,18,3500,400,11
2674,201,301,74,45,60,900,90,15,1000,18,3500,400,11
2478,186,279,69,42,56,900,90,15,1200,27,3500,400,11
2892,217,253,112,38,51,900,90,15,1000,18,3500,400,11
1407,106,158,39,24,32,900,90,15,1200,27,3500,400,11
1065,80,120,30,18,24,900,90,15,1000,18,3500,400,11
2076,156,234,58,35,47,900,90,15,1200,27,3500,400,11
2581,194,290,72,44,58,900,90,15,1000,18,3500,400,11
1292,97,145,36,22,29,900,90,15,1000,18,3500,400,11
3831,287,431,106,65,86,900,90,15,1000,18,3500,400,11
3123,234,351,87,53,70,900,90,15,1200,27,3500,400,11
2184,164,246,61,37,49,900,90,15,1200,27,3500,400,11
3070,230,345,85,52,69,900,90,15,1000,18,3500,400,11
3781,284,425,105,64,85,900,90,15,1000,18,3500,400,11
2519,189,283,70,42,57,900,90,15,1000,18,3500,400,11
3400,255,383,94,57,77,900,90,15,1200,27,3500,400,11
1930,145,217,54,33,43,900,90,15,1000,18,3500,400,11
2424,182,273,67,41,55,900,90,15,1000,18,3500,400,11
2816,211,317,78,48,63,900,90,15,1200,27,3500,400,11
1701,128,191,47,29,38,900,90,15,1200,27,3500,400,11
2652,199,298,74,45,60,900,90,15,1000,18,3500,400,11
2684,201,302,75,45,60,900,90,15,1000,18,3500,400,11
2527,189,284,70,43,57,900,90,15,1000,18,3500,400,11
2535,190,285,70,43,57,900,90,15,1200,27,3500,400,11
1542,116,173,43,26,35,900,90,15,1000,18,3500,400,11
3084,231,347,86,52,69,900,90,15,1000,18,3500,400,11
2441,183,275,68,41,55,900,90,15,1000,18,3500,400,11
2397,180,270,67,40,54,900,90,15,1200,27,3500,400,11
2921,219,329,81,49,66,900,90,15,1200,27,3500,400,11
3266,245,367,91,55,73,900,90,15,1000,27,3500,400,11
2317,174,261,64,39,52,900,90,15,1000,18,3500,400,11
2241,168,252,62,38,50,900,90,15,1200,27,3500,400,11
3245,243,365,90,55,73,900,90,15,1200,27,3500,400,11
3605,270,406,100,61,81,900,90,15,1000,18,3500,400,11
3446,258,388,96,58,78,900,90,15,1200,40.5,3500,400,11
2980,223,335,83,50,67,900,90,15,1200,27,3500,400,11
3087,232,347,86,52,69,900,90,15,1000,18,3500,400,11
3466,260,390,96,58,78,900,90,15,1000,18,3500,400,11
2521,189,284,70,43,57,900,90,15,1000,18,3500,400,11
2022,152,227,56,34,45,900,90,15,1000,18,3500,400,11
3192,239,359,89,54,72,900,90,15,1000,18,3500,400,11
2633,197,296,73,44,59,900,90,15,1000,18,3500,400,11
2705,203,304,75,46,61,900,90,15,1000,18,3500,400,11
1719,129,193,48,29,39,900,90,15,1000,18,3500,400,11
2511,188,282,70,42,56,900,90,15,1000,27,3500,400,11
3342,251,376,93,56,75,900,90,15,1200,27,3500,400,11
1590,119,179,44,27,36,900,90,15,1200,27,3500,400,11
4524,339,509,126,76,102,900,90,15,1000,18,3500,400,11
2099,157,236,58,35,47,900,90,15,1200,27,3500,400,11
3767,283,424,105,64,85,900,90,15,1000,18,3500,400,11
1975,148,222,55,33,44,900,90,15,1000,18,3500,400,11
3877,291,436,108,65,87,900,90,15,1000,18,3500,400,11
2247,169,253,62,38,51,900,90,15,1200,27,3500,400,11
2950,221,332,82,50,66,900,90,15,1200,40.5,3500,400,11
2612,196,294,73,44,59,900,90,15,1200,27,3500,400,11
1863,140,210,52,32,42,900,90,15,1200,27,3500,400,11
2976,223,335,83,50,67,900,90,15,1200,27,3500,400,11
3055,229,344,85,52,69,900,90,15,1200,27,3500,400,11
3720,279,325,145,49,65,900,90,15,1200,27,3500,400,11
2406,180,271,67,41,54,900,90,15,1200,27,3500,400,11
2129,160,240,59,36,48,900,90,15,1200,27,3500,400,11
2476,186,279,69,42,56,900,90,15,1000,18,3500,400,11
2870,215,323,80,48,65,900,90,15,1000,18,3500,400,11
3067,230,345,85,52,69,900,90,15,1000,18,3500,400,11
1968,148,221,55,33,44,900,90,15,1200,27,3500,400,11
2831,212,319,79,48,64,900,90,15,1000,18,3500,400,11
2256,169,254,63,38,51,900,90,15,1200,27,3500,400,11
3203,240,360,89,54,72,900,90,15,1000,18,3500,400,11
3218,241,362,89,54,72,900,90,15,1200,27,3500,400,11
1648,124,185,46,28,37,900,90,15,1000,18,3500,400,11
2413,181,271,67,41,54,900,90,15,1200,27,3500,400,11
2667,200,300,74,45,60,900,90,15,1200,27,3500,400,11
2153,162,242,60,36,48,900,90,15,1000,18,3500,400,11
3504,263,394,97,59,79,900,90,15,1000,18,3500,400,11
2440,183,274,68,41,55,900,90,15,1000,18,3500,400,11
3040,228,342,84,51,68,900,90,15,1000,18,3500,400,11
3354,252,377,93,57,75,900,90,15,1200,27,3500,400,11
2224,167,250,62,38,50,900,90,15,1200,27,3500,400,11
2955,222,332,82,50,66,900,90,15,1200,27,3500,400,11
2063,155,232,57,35,46,900,90,15,1200,27,3500,400,11
1763,132,198,49,30,40,900,90,15,1200,40.5,3500,400,11
2927,220,256,114,38,51,900,90,15,1200,27,3500,400,11
3840,288,432,107,65,86,900,90,15,1000,18,3500,400,11
1726,129,194,48,29,39,900,90,15,1000,18,3500,400,11
2713,203,305,75,46,61,900,90,15,1200,27,3500,400,11
2599,195,292,72,44,58,900,90,15,1200,27,3500,400,11
3032,227,341,84,51,68,900,90,15,1200,27,3500,400,11
1576,118,177,44,27,35,900,90,15,1200,27,3500,400,11
3054,229,344,85,52,69,900,90,15,1000,18,3500,400,11
3665,275,321,143,48,64,900,90,15,1000,18,3500,400,11
3301,248,371,92,56,74,900,90,15,1000,18,3500,400,11
4624,347,520,128,78,104,900,90,15,1000,18,3500,400,11
2447,183,275,68,41,55,900,90,15,1000,18,3500,400,11
2894,217,326,80,49,65,900,90,15,1200,27,3500,400,11
2757,207,310,77,46,62,900,90,15,1000,18,3500,400,11
3800,285,428,106,64,86,900,90,15,1000,18,3500,400,11
2931,220,330,81,50,66,900,90,15,1200,27,3500,400,11
3161,237,356,88,53,71,900,90,15,1200,27,3500,400,11
1841,138,207,51,31,41,900,90,15,1200,27,3500,400,11
2504,188,282,70,42,56,900,90,15,1000,18,3500,400,11
3652,274,320,142,48,64,900,90,15,1200,27,3500,400,11
2715,204,305,75,46,61,900,90,15,1000,18,3500,400,11
2545,191,286,71,43,57,900,90,15,1000,18,3500,400,11
2188,164,191,85,29,38,900,90,15,1200,27,3500,400,11
3616,271,407,100,61,81,900,90,15,1000,18,3500,400,11
2114,159,238,59,36,48,900,90,15,1200,27,3500,400,11
2596,195,292,72,44,58,900,90,15,1200,27,3500,400,11
2287,171,257,64,39,51,900,90,15,1200,27,3500,400,11
3019,226,340,84,51,68,900,90,15,1000,18,3500,400,11
2188,164,246,61,37,49,900,90,15,1000,18,3500,400,11
2748,206,309,76,46,62,900,90,15,1000,27,3500,400,11
2986,224,336,83,50,67,900,90,15,1200,27,3500,400,11
3025,227,340,84,51,68,900,90,15,1200,27,3500,400,11
1390,104,156,39,23,31,900,90,15,1000,18,3500,400,11
1852,139,208,51,31,42,900,90,15,1200,27,3500,400,11
2251,169,253,63,38,51,900,90,15,1200,27,3500,400,11
2748,206,309,76,46,62,900,90,15,1200,27,3500,400,11
3307,248,372,92,56,74,900,90,15,1000,18,3500,400,11
3675,276,413,102,62,83,900,90,15,1000,18,3500,400,11
3609,271,406,100,61,81,900,90,15,1000,27,3500,400,11
1732,130,195,48,29,39,900,90,15,1200,27,3500,400,11
4308,323,485,120,73,97,900,90,15,1000,18,3500,400,11
2779,208,313,77,47,63,900,90,15,1200,27,3500,400,11
2821,212,317,78,48,63,900,90,15,1200,27,3500,400,11
2240,168,252,62,38,50,900,90,15,1200,27,3500,400,11
2000,150,225,56,34,45,900,90,15,1200,27,3500,400,11
3073,230,346,85,52,69,900,90,15,1200,27,3500,400,11
4197,315,472,117,71,94,900,90,15,1000,18,3500,400,11
2726,204,307,76,46,61,900,90,15,1200,27,3500,400,11
2471,185,278,69,42,56,900,90,15,1000,18,3500,400,11
1369,103,154,38,23,31,900,90,15,1200,27,3500,400,11
2369,178,266,66,40,53,900,90,15,1200,27,3500,400,11
3071,230,346,85,52,69,900,90,15,1200,40.5,3500,400,11
2707,203,305,75,46,61,900,90,15,1200,27,3500,400,11
3147,236,354,87,53,71,900,90,15,1200,27,3500,400,11
2464,185,277,68,42,55,900,90,15,1200,27,3500,400,11
2452,184,276,68,41,55,900,90,15,1000,27,3500,400,11
2390,179,269,66,40,54,900,90,15,1200,27,3500,400,11
3068,230,345,85,52,69,900,90,15,1200,27,3500,400,11
2018,151,227,56,34,45,900,90,15,1000,18,3500,400,11
2585,194,226,101,34,45,900,90,15,1200,27,3500,400,11
2788,209,314,77,47,63,900,90,15,1200,27,3500,400,11
1673,125,188,46,28,38,900,90,15,1200,27,3500,400,11
2521,189,284,70,43,57,900,90,15,1000,18,3500,400,11
4773,358,418,186,63,84,900,90,15,1000,18,3500,400,11
3597,270,405,100,61,81,900,90,15,1000,18,3500,400,11
1695,127,191,47,29,38,900,90,15,1200,27,3500,400,11
1791,134,202,50,30,40,900,90,15,1200,27,3500,400,11
3244,243,365,90,55,73,900,90,15,1200,27,3500,400,11
2733,205,307,76,46,61,900,90,15,1000,27,3500,400,11
3081,231,347,86,52,69,900,90,15,1000,18,3500,400,11
3305,248,372,92,56,74,900,90,15,1000,18,3500,400,11
2304,173,259,64,39,52,900,90,15,1200,27,3500,400,11
2770,208,312,77,47,62,900,90,15,1200,27,3500,400,11
2818,211,317,78,48,63,900,90,15,1200,27,3500,400,11
3625,272,408,101,61,82,900,90,15,1000,18,3500,400,11
3159,237,355,88,53,71,900,90,15,1200,27,3500,400,11
3238,243,283,126,42,57,900,90,15,1000,18,3500,400,11
2480,186,217,96,33,43,900,90,15,1000,18,3500,400,11
3305,248,372,92,56,74,900,90,15,1200,40.5,3500,400,11
2779,208,313,77,47,63,900,90,15,1000,18,3500,400,11
1812,136,204,50,31,41,900,90,15,1200,27,3500,400,11
2712,203,305,75,46,61,900,90,15,1200,27,3500,400,11
4098,307,461,114,69,92,900,90,15,1000,18,3500,400,11
2045,153,230,57,34,46,900,90,15,1200,27,3500,400,11
3133,235,352,87,53,70,900,90,15,1000,18,3500,400,11
1979,148,223,55,33,45,900,90,15,1200,40.5,3500,400,11
3174,238,357,88,54,71,900,90,15,1200,27,3500,400,11
2420,182,272,67,41,54,900,90,15,1000,18,3500,400,11
3467,260,390,96,58,78,900,90,15,1000,18,3500,400,11
3539,265,398,98,60,80,900,90,15,1000,18,3500,400,11
4528,340,396,176,59,79,900,90,15,1000,18,3500,400,11
2798,210,315,78,47,63,900,90,15,1200,27,3500,400,11
2241,168,252,62,38,50,900,90,15,1000,18,3500,400,11
2097,157,236,58,35,47,900,90,15,1000,18,3500,400,11
2935,220,330,82,50,66,900,90,15,1200,27,3500,400,11
3483,261,392,97,59,78,900,90,15,1200,40.5,3500,400,11
3671,275,413,102,62,83,900,90,15,1000,18,3500,400,11
3526,264,397,98,60,79,900,90,15,1200,40.5,3500,400,11
2626,197,295,73,44,59,900,90,15,1200,27,3500,400,11
2212,166,249,61,37,50,900,90,15,1000,18,3500,400,11
4013,301,451,111,68,90,900,90,15,1000,18,3500,400,11
4314,324,485,120,73,97,900,90,15,1000,18,3500,400,11
2045,153,230,57,34,46,900,90,15,1200,27,3500,400,11
3090,232,348,86,52,70,900,90,15,1200,40.5,3500,400,11
2615,196,229,102,34,46,900,90,15,1200,27,3500,400,11
1451,109,163,40,24,33,900,90,15,1200,40.5,3500,400,11
1875,141,211,52,32,42,900,90,15,1000,18,3500,400,11
2671,200,301,74,45,60,900,90,15,1200,27,3500,400,11
2760,207,311,77,47,62,900,90,15,1000,18,3500,400,11
4070,305,458,113,69,92,900,90,15,1000,18,3500,400,11
2115,159,238,59,36,48,900,90,15,1200,27,3500,400,11
3704,278,417,103,63,83,900,90,15,1200,27,3500,400,11
2345,176,264,65,40,53,900,90,15,1200,27,3500,400,11
3810,286,429,106,64,86,900,90,15,1000,18,3500,400,11
2540,191,286,71,43,57,900,90,15,1200,27,3500,400,11
2619,196,295,73,44,59,900,90,15,1000,18,3500,400,11
4359,327,381,170,57,76,900,90,15,1000,18,3500,400,11
3290,247,370,91,56,74,900,90,15,1000,18,3500,400,11
3417,256,384,95,58,77,900,90,15,1200,27,3500,400,11
3150,236,354,87,53,71,900,90,15,1000,18,3500,400,11
3582,269,403,99,60,81,900,90,15,1000,27,3500,400,11
2635,198,296,73,44,59,900,90,15,1200,27,3500,400,11
2248,169,253,62,38,51,900,90,15,1200,27,3500,400,11
3041,228,342,84,51,68,900,90,15,1200,27,3500,400,11
2783,209,313,77,47,63,900,90,15,1200,27,3500,400,11
3512,263,307,137,46,61,900,90,15,1200,27,3500,400,11
2332,175,262,65,39,52,900,90,15,1200,27,3500,400,11
2115,159,238,59,36,48,900,90,15,1000,18,3500,400,11
3174,238,357,88,54,71,900,90,15,1000,18,3500,400,11
2478,186,279,69,42,56,900,90,15,1200,27,3500,400,11
2382,179,268,66,40,54,900,90,15,1000,18,3500,400,11
3498,262,394,97,59,79,900,90,15,1000,18,3500,400,11
1957,147,171,76,26,34,900,90,15,1200,27,3500,400,11
3195,240,359,89,54,72,900,90,15,1000,18,3500,400,11
3154,237,355,88,53,71,900,90,15,1000,18,3500,400,11
4125,309,464,115,70,93,900,90,15,1200,27,3500,400,11
2567,193,289,71,43,58,900,90,15,1200,27,3500,400,11
4114,309,463,114,69,93,900,90,15,1000,18,3500,400,11
1856,139,209,52,31,42,900,90,15,1200,27,3500,400,11
3180,239,358,88,54,72,900,90,15,1000,18,3500,400,11
3775,283,425,105,64,85,900,90,15,1200,27,3500,400,11
2025,152,228,56,34,46,900,90,15,1000,18,3500,400,11
1871,140,211,52,32,42,900,90,15,1000,27,3500,400,11
2497,187,281,69,42,56,900,90,15,1000,18,3500,400,11
1663,125,187,46,28,37,900,90,15,1200,27,3500,400,11
2371,178,267,66,40,53,900,90,15,1000,18,3500,400,11
2518,189,283,70,42,57,900,90,15,1200,27,3500,400,11
2122,159,239,59,36,48,900,90,15,1000,18,3500,400,11
2212,166,249,61,37,50,900,90,15,1000,18,3500,400,11
2787,209,314,77,47,63,900,90,15,1200,27,3500,400,11
3072,230,346,85,52,69,900,90,15,1000,27,3500,400,11
2151,161,242,60,36,48,900,90,15,1200,27,3500,400,11
2051,154,231,57,35,46,900,90,15,1200,27,3500,400,11
2271,170,255,63,38,51,900,90,15,1200,27,3500,400,11
4261,320,479,118,72,96,900,90,15,1000,18,3500,400,11
2252,169,253,63,38,51,900,90,15,1200,40.5,3500,400,11
2939,220,331,82,50,66,900,90,15,1000,27,3500,400,11
2078,156,234,58,35,47,900,90,15,1000,18,3500,400,11
3146,236,354,87,53,71,900,90,15,1200,27,3500,400,11
2209,166,249,61,37,50,900,90,15,1200,27,3500,400,11
2406,180,271,67,41,54,900,90,15,1000,18,3500,400,11
1776,133,200,49,30,40,900,90,15,1200,27,3500,400,11
1702,128,191,47,29,38,900,90,15,1200,27,3500,400,11
3397,255,382,94,57,76,900,90,15,1200,27,3500,400,11
2637,198,297,73,45,59,900,90,15,1000,18,3500,400,11
3774,283,425,105,64,85,900,90,15,1000,18,3500,400,11
2288,172,257,64,39,51,900,90,15,1000,18,3500,400,11
2838,213,319,79,48,64,900,90,15,1200,27,3500,400,11
1865,140,210,52,32,42,900,90,15,1200,40.5,3500,400,11
3899,292,341,152,51,68,900,90,15,1000,18,3500,400,11
2099,157,184,82,28,37,900,90,15,1000,18,3500,400,11
2486,186,218,97,33,44,900,90,15,1000,18,3500,400,11
2370,178,267,66,40,53,900,90,15,1000,18,3500,400,11
3216,241,362,89,54,72,900,90,15,1200,27,3500,400,11
1519,114,171,42,26,34,900,90,15,1200,27,3500,400,11
2899,217,326,81,49,65,900,90,15,1000,18,3500,400,11
3294,247,371,91,56,74,900,90,15,1000,18,3500,400,11
2946,221,331,82,50,66,900,90,15,1000,18,3500,400,11
2906,218,327,81,49,65,900,90,15,1000,18,3500,400,11
1831,137,206,51,31,41,900,90,15,1200,27,3500,400,11
1890,142,213,52,32,43,900,90,15,1000,18,3500,400,11
2257,169,197,88,30,39,900,90,15,1200,27,3500,400,11
3119,234,351,87,53,70,900,90,15,1200,27,3500,400,11
1955,147,220,54,33,44,900,90,15,1000,27,3500,400,11
1669,125,188,46,28,38,900,90,15,1000,18,3500,400,11
1879,141,211,52,32,42,900,90,15,1200,27,3500,400,11
1717,129,193,48,29,39,900,90,15,1200,27,3500,400,11
3192,239,359,89,54,72,900,90,15,1000,18,3500,400,11
2407,181,271,67,41,54,900,90,15,1200,27,3500,400,11
2046,153,230,57,34,46,900,90,15,1200,27,3500,400,11
1269,95,143,35,21,29,900,90,15,1200,27,3500,400,11
3933,295,442,109,66,88,900,90,15,1000,18,3500,400,11
1782,134,200,49,30,40,900,90,15,1200,27,3500,400,11
3357,252,378,93,57,76,900,90,15,1000,18,3500,400,11
2948,221,332,82,50,66,900,90,15,1000,18,3500,400,11
1803,135,203,50,30,41,900,90,15,1000,18,3500,400,11
3451,259,388,96,58,78,900,90,15,1000,18,3500,400,11
2354,177,265,65,40,53,900,90,15,1200,27,3500,400,11
2362,177,266,66,40,53,900,90,15,1200,27,3500,400,11
